EP, 90, 2024061712, 03,  UKM,   0, 172N,  903W,  28, 1001, TD,   0,    ,    0,    0,    0,    0,     ,     , 203,    ,    ,    ,    ,    ,    ,    ,        90E
EP, 90, 2024061712, 03,  UKM,   6, 186N,  902W,  31, 1001, TD,   0,    ,    0,    0,    0,    0,     ,     , 299,    ,    ,    ,    ,    ,    ,    ,        90E
