EP, 90, 2024061700, 03, UE28,   6, 164N,  900W,  30, 1003, TD,   0,    ,    0,    0,    0,    0,     ,     , 273,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE29,   0, 160N,  907W,  26, 1004, TD,   0,    ,    0,    0,    0,    0,     ,     , 287,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE30,   0, 160N,  907W,  27, 1004, TD,   0,    ,    0,    0,    0,    0,     ,     , 302,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE31,   0, 162N,  944W,  27, 1003, TD,   0,    ,    0,    0,    0,    0,     ,     , 308,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE32,   0, 160N,  906W,  28, 1004, TD,   0,    ,    0,    0,    0,    0,     ,     , 333,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE33,   0, 160N,  906W,  24, 1003, TD,   0,    ,    0,    0,    0,    0,     ,     , 247,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE34,   0, 161N,  926W,  25, 1006, TD,   0,    ,    0,    0,    0,    0,     ,     , 313,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UE35,   0, 160N,  906W,  26, 1004, TD,   0,    ,    0,    0,    0,    0,     ,     , 305,    ,    ,   E,    ,    ,    ,    ,        90E
EP, 90, 2024061700, 03, UEMN,   0, 160N,  916W,   0,    0
EP, 90, 2024061700, 03, UEMN,   6, 160N,  916W,   0,    0
